orig_airport,dest_airport,orig_city,dest_city,total_passengers
BDL,OMA,"Hartford, CT","Omaha, NE",124
PHX,OMA,"Phoenix, AZ","Omaha, NE",196058
ICT,OMA,"Wichita, KS","Omaha, NE",390
RDU,OMA,"Raleigh, NC","Omaha, NE",125
GEG,OMA,"Spokane, WA","Omaha, NE",6
ATW,OMA,"Appleton, WI","Omaha, NE",20
SEA,OMA,"Seattle, WA","Omaha, NE",414
ROA,OMA,"Roanoke, VA","Omaha, NE",135
COU,OMA,"Columbia, MO","Omaha, NE",2
LNK,OMA,"Lincoln, NE","Omaha, NE",400
OAK,OMA,"Oakland, CA","Omaha, NE",274
MEM,OMA,"Memphis, TN","Omaha, NE",65308
MCO,OMA,"Orlando, FL","Omaha, NE",1003
MSN,OMA,"Madison, WI","Omaha, NE",99
HOU,OMA,"Houston, TX","Omaha, NE",185
JAN,OMA,"Jackson, MS","Omaha, NE",10
SAN,PVU,"San Diego, CA","Provo, UT",119
LAS,PVU,"Las Vegas, NV","Provo, UT",83
STL,PVU,"St. Louis, MO","Provo, UT",68
SGF,PVU,"Springfield, MO","Provo, UT",43
OKC,PVU,"Oklahoma City, OK","Provo, UT",26
ORD,PVU,"Chicago, IL","Provo, UT",140
LRD,PVU,"Laredo, TX","Provo, UT",67
SEA,PVU,"Seattle, WA","Provo, UT",128
LAR,PVU,"Laramie, WY","Provo, UT",124
SLC,SLE,"Salt Lake City, UT","Salem, OR",14939
SAF,SLE,"Santa Fe, NM","Salem, OR",14
RDM,SLE,"Bend, OR","Salem, OR",84
EUG,SLE,"Eugene, OR","Salem, OR",375
MSP,TPA,"Minneapolis, MN","Tampa, FL",153109
LAX,TPA,"Los Angeles, CA","Tampa, FL",69153
SAT,TPA,"San Antonio, TX","Tampa, FL",33658
MSY,TPA,"New Orleans, LA","Tampa, FL",117633
IND,TPA,"Indianapolis, IN","Tampa, FL",146873
TLH,TPA,"Tallahassee, FL","Tampa, FL",24505
CID,TPA,"Cedar Rapids, IA","Tampa, FL",1069
DCA,TPA,"Washington, DC","Tampa, FL",159036
MCI,TPA,"Kansas City, MO","Tampa, FL",68722
IAD,TPA,"Washington, DC","Tampa, FL",197106
GNV,TPA,"Gainesville, FL","Tampa, FL",1163
ILG,TPA,"Wilmington, DE","Tampa, FL",40
SBN,TPA,"South Bend, IN","Tampa, FL",35
LIT,TPA,"Little Rock, AR","Tampa, FL",134
BTR,TPA,"Baton Rouge, LA","Tampa, FL",113
ABQ,TPA,"Albuquerque, NM","Tampa, FL",39741
BWI,TPA,"Baltimore, MD","Tampa, FL",303146
CLT,TPA,"Charlotte, NC","Tampa, FL",378303
CLE,TPA,"Cleveland, OH","Tampa, FL",81827
LGA,TPA,"New York, NY","Tampa, FL",133382
JFK,TPA,"New York, NY","Tampa, FL",391953
SAV,MCF,"Savannah, GA","Tampa, FL",21
RIC,TPA,"Richmond, VA","Tampa, FL",142
PDX,TPA,"Portland, OR","Tampa, FL",20
SJC,TPA,"San Jose, CA","Tampa, FL",91
SYR,TPA,"Syracuse, NY","Tampa, FL",209
GRB,TPA,"Green Bay, WI","Tampa, FL",141
TYS,TPA,"Knoxville, TN","Tampa, FL",119
PIT,TPA,"Pittsburgh, PA","Tampa, FL",102938
PVD,TPA,"Providence, RI","Tampa, FL",106706
AGC,TPA,"Pittsburgh, PA","Tampa, FL",5
BHM,TPA,"Birmingham, AL","Tampa, FL",89032
DSM,TPA,"Des Moines, IA","Tampa, FL",420
CVG,TPA,"Cincinnati, OH","Tampa, FL",102579
STL,TPA,"St. Louis, MO","Tampa, FL",104802
CHS,TPA,"Charleston, SC","Tampa, FL",280
MHT,TPA,"Manchester, NH","Tampa, FL",81750
CKB,TPA,"Clarksburg, WV","Tampa, FL",56
GSO,TPA,"Greensboro, NC","Tampa, FL",44
MKE,TPA,"Milwaukee, WI","Tampa, FL",63257
LAS,TPA,"Las Vegas, NV","Tampa, FL",141872
ROC,TPA,"Rochester, NY","Tampa, FL",35735
BNA,TPA,"Nashville, TN","Tampa, FL",156534
PNS,TPA,"Pensacola, FL","Tampa, FL",23299
LEX,TPA,"Lexington, KY","Tampa, FL",140
SAN,TPA,"San Diego, CA","Tampa, FL",119
PBI,TPA,"West Palm Beach, FL","Tampa, FL",120455
SLC,TPA,"Salt Lake City, UT","Tampa, FL",47553
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",362687
PHL,TPA,"Philadelphia, PA","Tampa, FL",378238
JAX,TPA,"Jacksonville, FL","Tampa, FL",89258
ACY,TPA,"Atlantic City, NJ","Tampa, FL",48290
OKC,TPA,"Oklahoma City, OK","Tampa, FL",99
BWG,TPA,"Bowling Green, KY","Tampa, FL",86
HOU,TPA,"Houston, TX","Tampa, FL",130224
IAH,TPA,"Houston, TX","Tampa, FL",232613
ATL,TPA,"Atlanta, GA","Tampa, FL",988002
BUF,TPA,"Buffalo, NY","Tampa, FL",69204
DTW,TPA,"Detroit, MI","Tampa, FL",285282
ORD,TPA,"Chicago, IL","Tampa, FL",299631
MDW,TPA,"Chicago, IL","Tampa, FL",183291
ELP,TPA,"El Paso, TX","Tampa, FL",781
PHX,TPA,"Phoenix, AZ","Tampa, FL",134505
COU,TPA,"Columbia, MO","Tampa, FL",192
RDU,TPA,"Raleigh, NC","Tampa, FL",103885
ROA,TPA,"Roanoke, VA","Tampa, FL",573
CAE,TPA,"Columbia, SC","Tampa, FL",134
SEA,TPA,"Seattle, WA","Tampa, FL",121
MCO,TPA,"Orlando, FL","Tampa, FL",6429
MEM,TPA,"Memphis, TN","Tampa, FL",87018
OAK,TPA,"Oakland, CA","Tampa, FL",134
CMH,TPA,"Columbus, OH","Tampa, FL",97660
BDL,TPA,"Hartford, CT","Tampa, FL",120523
EYW,TPA,"Key West, FL","Tampa, FL",25514
GPT,TPA,"Gulfport, MS","Tampa, FL",33344
DAY,TPA,"Dayton, OH","Tampa, FL",19704
BOS,TPA,"Boston, MA","Tampa, FL",187424
DFW,TPA,"Dallas, TX","Tampa, FL",316042
APF,TPA,"Naples, FL","Tampa, FL",1680
AUS,TPA,"Austin, TX","Tampa, FL",37366
MIA,TPA,"Miami, FL","Tampa, FL",224750
CAK,TPA,"Akron, OH","Tampa, FL",37395
ALB,TPA,"Albany, NY","Tampa, FL",41505
FNT,TPA,"Flint, MI","Tampa, FL",21390
ITO,TPA,"Hilo, HI","Tampa, FL",11
OMA,TPA,"Omaha, NE","Tampa, FL",21
TUL,TPA,"Tulsa, OK","Tampa, FL",74
EWR,TPA,"Newark, NJ","Tampa, FL",344302
FOE,TPA,"Topeka, KS","Tampa, FL",131
STL,TUL,"St. Louis, MO","Tulsa, OK",94091
CVG,TUL,"Cincinnati, OH","Tulsa, OK",33655
FSM,TUL,"Fort Smith, AR","Tulsa, OK",35
MHT,TUL,"Manchester, NH","Tulsa, OK",134
GSO,TUL,"Greensboro, NC","Tulsa, OK",135
BHM,TUL,"Birmingham, AL","Tulsa, OK",414
MDT,TUL,"Harrisburg, PA","Tulsa, OK",48
PIT,TUL,"Pittsburgh, PA","Tulsa, OK",61
LAS,TUL,"Las Vegas, NV","Tulsa, OK",56236
BNA,TUL,"Nashville, TN","Tulsa, OK",449
MKE,TUL,"Milwaukee, WI","Tulsa, OK",26
SAN,TUL,"San Diego, CA","Tulsa, OK",8811
SLC,TUL,"Salt Lake City, UT","Tulsa, OK",25881
COS,TUL,"Colorado Springs, CO","Tulsa, OK",41
PBI,TUL,"West Palm Beach, FL","Tulsa, OK",124
FLL,TUL,"Fort Lauderdale, FL","Tulsa, OK",54
PHL,TUL,"Philadelphia, PA","Tulsa, OK",263
OKC,TUL,"Oklahoma City, OK","Tulsa, OK",308
IND,TUL,"Indianapolis, IN","Tulsa, OK",256
SFO,TUL,"San Francisco, CA","Tulsa, OK",140
CLE,TUL,"Cleveland, OH","Tulsa, OK",9243
BWI,TUL,"Baltimore, MD","Tulsa, OK",48
JFK,TUL,"New York, NY","Tulsa, OK",235
PDX,TUL,"Portland, OR","Tulsa, OK",138
SJC,TUL,"San Jose, CA","Tulsa, OK",132
LGA,TUL,"New York, NY","Tulsa, OK",579
LAF,TUL,"Lafayette, IN","Tulsa, OK",68
PHX,TUL,"Phoenix, AZ","Tulsa, OK",91696
AMA,TUL,"Amarillo, TX","Tulsa, OK",247
ICT,TUL,"Wichita, KS","Tulsa, OK",192
RDU,TUL,"Raleigh, NC","Tulsa, OK",125
MEM,TUL,"Memphis, TN","Tulsa, OK",46803
IAH,TUL,"Houston, TX","Tulsa, OK",147555
ISO,TUL,"Kinston, NC","Tulsa, OK",327
HOU,TUL,"Houston, TX","Tulsa, OK",105185
MCO,TUL,"Orlando, FL","Tulsa, OK",537
OAK,TUL,"Oakland, CA","Tulsa, OK",38
JAN,TUL,"Jackson, MS","Tulsa, OK",137
MSN,TUL,"Madison, WI","Tulsa, OK",29
SFB,TUL,"Orlando, FL","Tulsa, OK",121
GPT,TUL,"Gulfport, MS","Tulsa, OK",213
CMH,TUL,"Columbus, OH","Tulsa, OK",39
BDL,TUL,"Hartford, CT","Tulsa, OK",143
DFW,TUL,"Dallas, TX","Tulsa, OK",293715
DAL,TUL,"Dallas, TX","Tulsa, OK",198543
BOS,TUL,"Boston, MA","Tulsa, OK",389
BFM,TUL,"Mobile, AL","Tulsa, OK",363
LAW,TUL,"Lawton, OK","Tulsa, OK",42
MIA,TUL,"Miami, FL","Tulsa, OK",508
AUS,TUL,"Austin, TX","Tulsa, OK",1849
RNO,TUL,"Reno, NV","Tulsa, OK",580
OMA,TUL,"Omaha, NE","Tulsa, OK",141
TPA,TUL,"Tampa, FL","Tulsa, OK",270
EWR,TUL,"Newark, NJ","Tulsa, OK",13120
TUS,TUL,"Tucson, AZ","Tulsa, OK",183
ATL,TUL,"Atlanta, GA","Tulsa, OK",84645
BUF,TUL,"Buffalo, NY","Tulsa, OK",136
ORD,TUL,"Chicago, IL","Tulsa, OK",146741
ELP,TUL,"El Paso, TX","Tulsa, OK",121
DTW,TUL,"Detroit, MI","Tulsa, OK",30688
MDW,TUL,"Chicago, IL","Tulsa, OK",117
LAX,TUL,"Los Angeles, CA","Tulsa, OK",5080
MSY,TUL,"New Orleans, LA","Tulsa, OK",149
MSP,TUL,"Minneapolis, MN","Tulsa, OK",26928
SAT,TUL,"San Antonio, TX","Tulsa, OK",1778
LIT,TUL,"Little Rock, AR","Tulsa, OK",320
BTR,TUL,"Baton Rouge, LA","Tulsa, OK",42
MCI,TUL,"Kansas City, MO","Tulsa, OK",79222
IAD,TUL,"Washington, DC","Tulsa, OK",656
SHV,TUL,"Shreveport, LA","Tulsa, OK",116
SMF,TUL,"Sacramento, CA","Tulsa, OK",7983
DCA,TUL,"Washington, DC","Tulsa, OK",197
ABQ,TUL,"Albuquerque, NM","Tulsa, OK",7394
XNA,TUL,"Fayetteville, AR","Tulsa, OK",129
CLL,TYR,"College Station, TX","Tyler, TX",57
SHV,TYR,"Shreveport, LA","Tyler, TX",50
BTR,TYR,"Baton Rouge, LA","Tyler, TX",164
LIT,TYR,"Little Rock, AR","Tyler, TX",134
TYS,TYR,"Knoxville, TN","Tyler, TX",146
LFT,TYR,"Lafayette, LA","Tyler, TX",49
SAV,TYR,"Savannah, GA","Tyler, TX",39
CLE,TYR,"Cleveland, OH","Tyler, TX",69
IAH,TYR,"Houston, TX","Tyler, TX",36172
GRK,TYR,"Killeen, TX","Tyler, TX",41
HOU,TYR,"Houston, TX","Tyler, TX",48
JAN,TYR,"Jackson, MS","Tyler, TX",78
GGG,TYR,"Longview, TX","Tyler, TX",34
CMH,TYR,"Columbus, OH","Tyler, TX",43
CAE,TYR,"Columbia, SC","Tyler, TX",56
PNS,TYR,"Pensacola, FL","Tyler, TX",171
GSP,TYR,"Greenville, SC","Tyler, TX",87
CHS,TYR,"Charleston, SC","Tyler, TX",132
HSV,TYR,"Huntsville, AL","Tyler, TX",45
CVG,TYR,"Cincinnati, OH","Tyler, TX",42
FWA,TYR,"Fort Wayne, IN","Tyler, TX",49
MDT,TYR,"Harrisburg, PA","Tyler, TX",46
DFW,TYR,"Dallas, TX","Tyler, TX",37227
MLU,TYR,"Monroe, LA","Tyler, TX",14
LRD,TYR,"Laredo, TX","Tyler, TX",47
MCN,ABY,"Macon, GA","Albany, GA",48
ATL,ABY,"Atlanta, GA","Albany, GA",38164
BUF,ALB,"Buffalo, NY","Albany, NY",1683
ATL,ALB,"Atlanta, GA","Albany, NY",71840
DTW,ALB,"Detroit, MI","Albany, NY",95843
ORD,ALB,"Chicago, IL","Albany, NY",148155
MDW,ALB,"Chicago, IL","Albany, NY",63953
YIP,ALB,"Detroit, MI","Albany, NY",37
PVD,ALB,"Providence, RI","Albany, NY",63
PIT,ALB,"Pittsburgh, PA","Albany, NY",172
CVG,ALB,"Cincinnati, OH","Albany, NY",42682
STL,ALB,"St. Louis, MO","Albany, NY",93
ART,ALB,"Watertown, NY","Albany, NY",510
MHT,ALB,"Manchester, NH","Albany, NY",309
BTV,ALB,"Burlington, VT","Albany, NY",76
GSO,ALB,"Greensboro, NC","Albany, NY",43
CHS,ALB,"Charleston, SC","Albany, NY",49
DSM,ALB,"Des Moines, IA","Albany, NY",39
BDR,ALB,"Bridgeport, CT","Albany, NY",1
OGS,ALB,"Ogdensburg, NY","Albany, NY",574
LAS,ALB,"Las Vegas, NV","Albany, NY",43226
BNA,ALB,"Nashville, TN","Albany, NY",104
MKE,ALB,"Milwaukee, WI","Albany, NY",88
STC,ALB,"St. Cloud, MN","Albany, NY",37
ROC,ALB,"Rochester, NY","Albany, NY",140
BOS,ALB,"Boston, MA","Albany, NY",3445
DFW,ALB,"Dallas, TX","Albany, NY",229
TPA,ALB,"Tampa, FL","Albany, NY",44046
AUO,ALB,"Auburn, AL","Albany, NY",3
AUS,ALB,"Austin, TX","Albany, NY",6
BGR,ALB,"Bangor, ME","Albany, NY",39
TUL,ALB,"Tulsa, OK","Albany, NY",46
EWR,ALB,"Newark, NJ","Albany, NY",55636
XNA,ALB,"Fayetteville, AR","Albany, NY",41
IAD,ALB,"Washington, DC","Albany, NY",62035
DCA,ALB,"Washington, DC","Albany, NY",67602
MCI,ALB,"Kansas City, MO","Albany, NY",44
LAX,ALB,"Los Angeles, CA","Albany, NY",642
MSP,ALB,"Minneapolis, MN","Albany, NY",16057
CLE,ALB,"Cleveland, OH","Albany, NY",48108
CLT,ALB,"Charlotte, NC","Albany, NY",104428
BWI,ALB,"Baltimore, MD","Albany, NY",229191
JFK,ALB,"New York, NY","Albany, NY",30976
LGA,ALB,"New York, NY","Albany, NY",10285
SAV,ALB,"Savannah, GA","Albany, NY",11
PWM,ALB,"Portland, ME","Albany, NY",138
SYR,ALB,"Syracuse, NY","Albany, NY",155
FLL,ALB,"Fort Lauderdale, FL","Albany, NY",4451
SLC,ALB,"Salt Lake City, UT","Albany, NY",164
PBI,ALB,"West Palm Beach, FL","Albany, NY",114
CHO,ALB,"Charlottesville, VA","Albany, NY",61
PHL,ALB,"Philadelphia, PA","Albany, NY",97266
ACY,ALB,"Atlantic City, NJ","Albany, NY",2131
SFO,ALB,"San Francisco, CA","Albany, NY",256
MCO,ALB,"Orlando, FL","Albany, NY",106345
MEM,ALB,"Memphis, TN","Albany, NY",34
MSN,ALB,"Madison, WI","Albany, NY",28
BDL,ALB,"Hartford, CT","Albany, NY",963
CMH,ALB,"Columbus, OH","Albany, NY",2
PHX,ALB,"Phoenix, AZ","Albany, NY",265
RDU,ALB,"Raleigh, NC","Albany, NY",117
DTW,APN,"Detroit, MI","Alpena, MI",12177
FYV,AHN,"Fayetteville, AR","Athens, GA",41
TCL,AHN,"Tuscaloosa, AL","Athens, GA",37
GNV,AHN,"Gainesville, FL","Athens, GA",113
BTR,AHN,"Baton Rouge, LA","Athens, GA",66
DCA,AHN,"Washington, DC","Athens, GA",45
MSY,AHN,"New Orleans, LA","Athens, GA",90
OKC,AHN,"Oklahoma City, OK","Athens, GA",31
LEX,AHN,"Lexington, KY","Athens, GA",138
BNA,AHN,"Nashville, TN","Athens, GA",124
TUS,AHN,"Tucson, AZ","Athens, GA",46
MCN,AHN,"Macon, GA","Athens, GA",11
GTR,AHN,"Columbus, MS","Athens, GA",62
ATL,AHN,"Atlanta, GA","Athens, GA",764
CLT,AHN,"Charlotte, NC","Athens, GA",1671
TYS,AHN,"Knoxville, TN","Athens, GA",67
OKC,AUO,"Oklahoma City, OK","Auburn, AL",1
LAS,AUS,"Las Vegas, NV","Austin, TX",134624
BNA,AUS,"Nashville, TN","Austin, TX",68899
SAN,AUS,"San Diego, CA","Austin, TX",82446
SNA,AUS,"Santa Ana, CA","Austin, TX",25338
LEX,AUS,"Lexington, KY","Austin, TX",252
MHK,AUS,"Manhattan, KS","Austin, TX",69
MKE,AUS,"Milwaukee, WI","Austin, TX",124
STL,AUS,"St. Louis, MO","Austin, TX",28123
CVG,AUS,"Cincinnati, OH","Austin, TX",31269
BHM,AUS,"Birmingham, AL","Austin, TX",615
MGM,AUS,"Montgomery, AL","Austin, TX",24
DSM,AUS,"Des Moines, IA","Austin, TX",39
ATL,AUS,"Atlanta, GA","Austin, TX",212254
IAH,AUS,"Houston, TX","Austin, TX",365941
HOU,AUS,"Houston, TX","Austin, TX",187585
ORD,AUS,"Chicago, IL","Austin, TX",233513
ELP,AUS,"El Paso, TX","Austin, TX",116264
DTW,AUS,"Detroit, MI","Austin, TX",31510
MDW,AUS,"Chicago, IL","Austin, TX",59063
DAL,AUS,"Dallas, TX","Austin, TX",426067
DFW,AUS,"Dallas, TX","Austin, TX",597588
BOS,AUS,"Boston, MA","Austin, TX",33207
FAT,AUS,"Fresno, CA","Austin, TX",133
LRD,AUS,"Laredo, TX","Austin, TX",62
TPA,AUS,"Tampa, FL","Austin, TX",39084
TUL,AUS,"Tulsa, OK","Austin, TX",2630
MIA,AUS,"Miami, FL","Austin, TX",426
RNO,AUS,"Reno, NV","Austin, TX",823
OMA,AUS,"Omaha, NE","Austin, TX",142
EWR,AUS,"Newark, NJ","Austin, TX",84002
TUS,AUS,"Tucson, AZ","Austin, TX",8624
TUP,AUS,"Tupelo, MS","Austin, TX",29
FOE,AUS,"Topeka, KS","Austin, TX",86
OKC,AUS,"Oklahoma City, OK","Austin, TX",3064
SFO,AUS,"San Francisco, CA","Austin, TX",55751
JAX,AUS,"Jacksonville, FL","Austin, TX",7264
PHL,AUS,"Philadelphia, PA","Austin, TX",30904
IND,AUS,"Indianapolis, IN","Austin, TX",8049
CRP,AUS,"Corpus Christi, TX","Austin, TX",162
SLC,AUS,"Salt Lake City, UT","Austin, TX",33767
FLL,AUS,"Fort Lauderdale, FL","Austin, TX",41693
COS,AUS,"Colorado Springs, CO","Austin, TX",115
PBI,AUS,"West Palm Beach, FL","Austin, TX",134
MSY,AUS,"New Orleans, LA","Austin, TX",16845
LAX,AUS,"Los Angeles, CA","Austin, TX",178441
MSP,AUS,"Minneapolis, MN","Austin, TX",43607
SAT,AUS,"San Antonio, TX","Austin, TX",2846
GRI,AUS,"Grand Island, NE","Austin, TX",126
GRR,AUS,"Grand Rapids, MI","Austin, TX",43
XNA,AUS,"Fayetteville, AR","Austin, TX",229
LIT,AUS,"Little Rock, AR","Austin, TX",503
IAD,AUS,"Washington, DC","Austin, TX",45695
SJT,AUS,"San Angelo, TX","Austin, TX",69
SWO,AUS,"Stillwater, OK","Austin, TX",180
ABQ,AUS,"Albuquerque, NM","Austin, TX",14715
GNV,AUS,"Gainesville, FL","Austin, TX",39
MCI,AUS,"Kansas City, MO","Austin, TX",14054
SMF,AUS,"Sacramento, CA","Austin, TX",446
BTR,AUS,"Baton Rouge, LA","Austin, TX",27
MKC,AUS,"Kansas City, MO","Austin, TX",89
SHV,AUS,"Shreveport, LA","Austin, TX",124
DCA,AUS,"Washington, DC","Austin, TX",197
CLE,AUS,"Cleveland, OH","Austin, TX",16644
CLT,AUS,"Charlotte, NC","Austin, TX",49092
BWI,AUS,"Baltimore, MD","Austin, TX",79824
ANC,AUS,"Anchorage, AK","Austin, TX",146
JFK,AUS,"New York, NY","Austin, TX",99822
RIC,AUS,"Richmond, VA","Austin, TX",125
SJC,AUS,"San Jose, CA","Austin, TX",91398
PDX,AUS,"Portland, OR","Austin, TX",983
LGA,AUS,"New York, NY","Austin, TX",124
TYS,AUS,"Knoxville, TN","Austin, TX",314
RDU,AUS,"Raleigh, NC","Austin, TX",22246
PHX,AUS,"Phoenix, AZ","Austin, TX",264427
AMA,AUS,"Amarillo, TX","Austin, TX",263
SEA,AUS,"Seattle, WA","Austin, TX",17830
CAE,AUS,"Columbia, SC","Austin, TX",45
COU,AUS,"Columbia, MO","Austin, TX",213
BPT,AUS,"Beaumont, TX","Austin, TX",79
MSO,AUS,"Missoula, MT","Austin, TX",135
GPT,AUS,"Gulfport, MS","Austin, TX",103
CMH,AUS,"Columbus, OH","Austin, TX",175
MCO,AUS,"Orlando, FL","Austin, TX",64905
LBB,AUS,"Lubbock, TX","Austin, TX",60211
MEM,AUS,"Memphis, TN","Austin, TX",50784
MAF,AUS,"Midland, TX","Austin, TX",21947
LNK,AUS,"Lincoln, NE","Austin, TX",40
OAK,AUS,"Oakland, CA","Austin, TX",23461
SFB,AUS,"Orlando, FL","Austin, TX",171
JAN,AUS,"Jackson, MS","Austin, TX",267
GRK,AUS,"Killeen, TX","Austin, TX",158
EFD,AUS,"Houston, TX","Austin, TX",115
MSP,BGR,"Minneapolis, MN","Bangor, ME",453
IAD,BGR,"Washington, DC","Bangor, ME",56
DCA,BGR,"Washington, DC","Bangor, ME",539
BTV,BGR,"Burlington, VT","Bangor, ME",37
CVG,BGR,"Cincinnati, OH","Bangor, ME",5005
MHT,BGR,"Manchester, NH","Bangor, ME",32
DTW,BGR,"Detroit, MI","Bangor, ME",30580
ORD,BGR,"Chicago, IL","Bangor, ME",383
MDW,BGR,"Chicago, IL","Bangor, ME",160
ATL,BGR,"Atlanta, GA","Bangor, ME",16278
PHL,BGR,"Philadelphia, PA","Bangor, ME",38891
SBA,BGR,"Santa Barbara, CA","Bangor, ME",6
IND,BGR,"Indianapolis, IN","Bangor, ME",176
FLL,BGR,"Fort Lauderdale, FL","Bangor, ME",304
COS,BGR,"Colorado Springs, CO","Bangor, ME",67
BOS,BGR,"Boston, MA","Bangor, ME",27561
DFW,BGR,"Dallas, TX","Bangor, ME",168
THV,BGR,"York, PA","Bangor, ME",2
EWR,BGR,"Newark, NJ","Bangor, ME",18689
TCM,BGR,"Tacoma, WA","Bangor, ME",191
SFB,BGR,"Orlando, FL","Bangor, ME",16114
IAH,BGR,"Houston, TX","Bangor, ME",303
GEG,BGR,"Spokane, WA","Bangor, ME",41
PHX,BGR,"Phoenix, AZ","Bangor, ME",8
CLE,BGR,"Cleveland, OH","Bangor, ME",72
PWM,BGR,"Portland, ME","Bangor, ME",28
JFK,BGR,"New York, NY","Bangor, ME",12455
LGA,BGR,"New York, NY","Bangor, ME",8130
ALO,BGR,"Waterloo, IA","Bangor, ME",132
TPA,BOS,"Tampa, FL","Boston, MA",185330
AUS,BOS,"Austin, TX","Boston, MA",34751
BGR,BOS,"Bangor, ME","Boston, MA",30617
ALB,BOS,"Albany, NY","Boston, MA",3031
MIA,BOS,"Miami, FL","Boston, MA",345699
CAK,BOS,"Akron, OH","Boston, MA",42705
OPF,BOS,"Miami, FL","Boston, MA",13
DFW,BOS,"Dallas, TX","Boston, MA",350655
DAL,BOS,"Dallas, TX","Boston, MA",51
DLH,BOS,"Duluth, MN","Boston, MA",29
BOS,BOS,"Boston, MA","Boston, MA",182
EWR,BOS,"Newark, NJ","Boston, MA",287476
MKE,BOS,"Milwaukee, WI","Boston, MA",123708
LAS,BOS,"Las Vegas, NV","Boston, MA",163573
BNA,BOS,"Nashville, TN","Boston, MA",6116
ROC,BOS,"Rochester, NY","Boston, MA",42006
SAN,BOS,"San Diego, CA","Boston, MA",83389
SNA,BOS,"Santa Ana, CA","Boston, MA",130
PIT,BOS,"Pittsburgh, PA","Boston, MA",135722
PVD,BOS,"Providence, RI","Boston, MA",1270
MHT,BOS,"Manchester, NH","Boston, MA",1524
STL,BOS,"St. Louis, MO","Boston, MA",73908
CHS,BOS,"Charleston, SC","Boston, MA",6870
CVG,BOS,"Cincinnati, OH","Boston, MA",160259
MDT,BOS,"Harrisburg, PA","Boston, MA",11690
GSP,BOS,"Greenville, SC","Boston, MA",175
BDR,BOS,"Bridgeport, CT","Boston, MA",6
DSM,BOS,"Des Moines, IA","Boston, MA",125
BTV,BOS,"Burlington, VT","Boston, MA",18
GSO,BOS,"Greensboro, NC","Boston, MA",3297
IAH,BOS,"Houston, TX","Boston, MA",206391
DTW,BOS,"Detroit, MI","Boston, MA",250054
MDW,BOS,"Chicago, IL","Boston, MA",29283
ORD,BOS,"Chicago, IL","Boston, MA",775762
ATL,BOS,"Atlanta, GA","Boston, MA",723048
BUF,BOS,"Buffalo, NY","Boston, MA",109103
AUG,BOS,"Augusta, ME","Boston, MA",3245
CLT,BOS,"Charlotte, NC","Boston, MA",443338
CLE,BOS,"Cleveland, OH","Boston, MA",105842
BWI,BOS,"Baltimore, MD","Boston, MA",280737
LGA,BOS,"New York, NY","Boston, MA",554970
SYR,BOS,"Syracuse, NY","Boston, MA",14968
PDX,BOS,"Portland, OR","Boston, MA",38197
JFK,BOS,"New York, NY","Boston, MA",473032
SAV,BOS,"Savannah, GA","Boston, MA",5374
RKD,BOS,"Rockland, ME","Boston, MA",5509
RIC,BOS,"Richmond, VA","Boston, MA",69806
SJC,BOS,"San Jose, CA","Boston, MA",28580
PWM,BOS,"Portland, ME","Boston, MA",277
AVP,BOS,"Scranton, PA","Boston, MA",43
PHL,BOS,"Philadelphia, PA","Boston, MA",379372
ACY,BOS,"Atlantic City, NJ","Boston, MA",3096
MYR,BOS,"Myrtle Beach, SC","Boston, MA",68606
JAX,BOS,"Jacksonville, FL","Boston, MA",35874
SFO,BOS,"San Francisco, CA","Boston, MA",385281
IND,BOS,"Indianapolis, IN","Boston, MA",50372
OKC,BOS,"Oklahoma City, OK","Boston, MA",135
PBI,BOS,"West Palm Beach, FL","Boston, MA",185483
SLC,BOS,"Salt Lake City, UT","Boston, MA",107010
FLL,BOS,"Fort Lauderdale, FL","Boston, MA",314289
RDU,BOS,"Raleigh, NC","Boston, MA",141078
PHX,BOS,"Phoenix, AZ","Boston, MA",122239
SEA,BOS,"Seattle, WA","Boston, MA",124808
BFI,BOS,"Seattle, WA","Boston, MA",55
GEG,BOS,"Spokane, WA","Boston, MA",145
TTN,BOS,"Trenton, NJ","Boston, MA",3
RUT,BOS,"Rutland, VT","Boston, MA",4831
BDL,BOS,"Hartford, CT","Boston, MA",3582
CMH,BOS,"Columbus, OH","Boston, MA",49842
MEM,BOS,"Memphis, TN","Boston, MA",45314
OAK,BOS,"Oakland, CA","Boston, MA",61437
MCO,BOS,"Orlando, FL","Boston, MA",395389
HOU,BOS,"Houston, TX","Boston, MA",36
SFB,BOS,"Orlando, FL","Boston, MA",364
LAN,BOS,"Lansing, MI","Boston, MA",57
IAD,BOS,"Washington, DC","Boston, MA",361546
DCA,BOS,"Washington, DC","Boston, MA",459267
MCI,BOS,"Kansas City, MO","Boston, MA",38096
BMG,BOS,"Bloomington, IN","Boston, MA",122
ILM,BOS,"Wilmington, NC","Boston, MA",4
MKC,BOS,"Kansas City, MO","Boston, MA",43
LAX,BOS,"Los Angeles, CA","Boston, MA",345569
MSP,BOS,"Minneapolis, MN","Boston, MA",213159
MSY,BOS,"New Orleans, LA","Boston, MA",16876
PBG,BOS,"Plattsburgh, NY","Boston, MA",3707
RKS,CPR,"Rock Springs, WY","Casper, WY",2
SLC,CPR,"Salt Lake City, UT","Casper, WY",22584
MSP,CPR,"Minneapolis, MN","Casper, WY",9090
